,mfcc0_mean,mfcc0_var,delta_mfcc0_mean,delta_mfcc0_var,mfcc1_mean,mfcc1_var,delta_mfcc1_mean,delta_mfcc1_var,mfcc2_mean,mfcc2_var,delta_mfcc2_mean,delta_mfcc2_var,mfcc3_mean,mfcc3_var,delta_mfcc3_mean,delta_mfcc3_var,mfcc4_mean,mfcc4_var,delta_mfcc4_mean,delta_mfcc4_var,mfcc5_mean,mfcc5_var,delta_mfcc5_mean,delta_mfcc5_var,mfcc6_mean,mfcc6_var,delta_mfcc6_mean,delta_mfcc6_var,mfcc7_mean,mfcc7_var,delta_mfcc7_mean,delta_mfcc7_var,mfcc8_mean,mfcc8_var,delta_mfcc8_mean,delta_mfcc8_var,mfcc9_mean,mfcc9_var,delta_mfcc9_mean,delta_mfcc9_var,mfcc10_mean,mfcc10_var,delta_mfcc10_mean,delta_mfcc10_var,mfcc11_mean,mfcc11_var,delta_mfcc11_mean,delta_mfcc11_var,mfcc12_mean,mfcc12_var,delta_mfcc12_mean,delta_mfcc12_var,mfcc13_mean,mfcc13_var,delta_mfcc13_mean,delta_mfcc13_var,mfcc14_mean,mfcc14_var,delta_mfcc14_mean,delta_mfcc14_var,mfcc15_mean,mfcc15_var,delta_mfcc15_mean,delta_mfcc15_var,mfcc16_mean,mfcc16_var,delta_mfcc16_mean,delta_mfcc16_var,mfcc17_mean,mfcc17_var,delta_mfcc17_mean,delta_mfcc17_var,mfcc18_mean,mfcc18_var,delta_mfcc18_mean,delta_mfcc18_var,mfcc19_mean,mfcc19_var,delta_mfcc19_mean,delta_mfcc19_var,label
0,-113.57064819335938,2564.20751953125,121.57179260253906,295.913818359375,-19.168142318725586,235.57443237304688,42.36642074584961,151.10687255859375,-6.364664077758789,167.93479919433594,18.623498916625977,89.18083953857422,-13.704891204833984,67.66049194335938,15.34315013885498,68.93257904052734,-12.274109840393066,82.2042007446289,10.976572036743164,63.38631057739258,-8.326573371887207,61.773094177246094,8.803792953491211,51.24412536621094,-3.672300100326538,41.21741485595703,5.747994899749756,40.55447769165039,-5.162881851196289,49.775428771972656,0.7527397871017456,52.4209098815918,-1.6902146339416504,36.524070739746094,-0.40897896885871887,41.597103118896484,-2.3035225868225098,55.062923431396484,1.221290111541748,46.936031341552734,0.08327646553516388,106.2120590209961,0.03482484817504883,7.746801376342773,-0.03421834856271744,7.0391340255737305,0.002113951602950692,4.515223026275635,0.0047257025726139545,3.990213632583618,-0.0004485393001232296,3.151010274887085,0.0011171095538884401,2.3999550342559814,0.0031402050517499447,2.5926079750061035,-0.0012497702846303582,2.3472368717193604,-0.015278353355824947,1.8917465209960938,-0.003335162065923214,1.7335313558578491,0.002390328561887145,1.4779270887374878,0.0006693071336485445,1.4854105710983276,-0.013094368390738964,1.2676655054092407,-0.007188810501247644,1.4675586223602295,0.011572545394301414,1.4056745767593384,0.0063703409396111965,1.0906327962875366,-0.007205052766948938,1.3220150470733643,-0.014506258070468903,1.5132023096084595,-0.007416000124067068,1.300917148590088,blues
1,-207.50169372558594,7764.55517578125,123.99126434326172,560.2599487304688,8.955126762390137,572.8109130859375,35.877647399902344,264.506103515625,2.9073197841644287,279.93292236328125,21.510467529296875,156.4770965576172,-8.560436248779297,200.8491668701172,23.370685577392578,142.5559539794922,-10.099660873413086,166.1085205078125,11.900496482849121,104.35860443115234,-5.555638790130615,105.17362976074219,5.3763275146484375,96.19721221923828,-2.231760263442993,64.9142837524414,4.22014045715332,73.15253448486328,-6.012148380279541,52.42213439941406,0.9279974102973938,55.35640335083008,-0.7311248183250427,60.31452941894531,0.29507309198379517,48.1205940246582,-0.2835181653499603,51.106197357177734,0.5312156677246094,45.78628158569336,0.039310310035943985,224.0568389892578,-0.027166105806827545,12.314715385437012,0.018018178641796112,8.675729751586914,0.0008853579056449234,7.396125793457031,-0.011943811550736427,6.590088367462158,-0.004959405865520239,4.396233558654785,-0.005672618746757507,3.8710219860076904,0.02970135770738125,3.640296459197998,-0.00609119376167655,3.436079263687134,-0.0020546172745525837,2.8786559104919434,-0.006503931246697903,2.4954891204833984,-0.004988938104361296,2.447265148162842,0.009483673609793186,1.550085186958313,0.00636407732963562,1.6604210138320923,0.006193244364112616,1.2291206121444702,-0.0010728467023000121,1.225382685661316,-0.010912496596574783,1.3294578790664673,0.0021981403697282076,1.0150575637817383,0.009852387011051178,1.3374040126800537,-0.002922516781836748,1.2389096021652222,blues
2,-90.72259521484375,3319.044921875,140.44630432128906,508.76507568359375,-29.093889236450195,411.7812194824219,31.68433380126953,144.09031677246094,-13.984503746032715,155.49375915527344,25.764741897583008,74.54838562011719,-13.664874076843262,106.98182678222656,11.639933586120605,106.57487487792969,-11.783641815185547,65.44794464111328,9.71876049041748,67.90885925292969,-13.133803367614746,57.78142547607422,5.791199207305908,64.48020935058594,-8.907628059387207,60.38515090942383,-1.0770001411437988,57.71113586425781,-9.229273796081543,36.580989837646484,2.4516894817352295,40.5987663269043,-7.729092597961426,47.639427185058594,-1.8164069652557373,52.38214111328125,-3.439720392227173,46.6396598815918,-2.2312588691711426,30.57301902770996,0.029020417481660843,149.38385009765625,-0.011903984472155571,12.191455841064453,0.008459546603262424,15.778295516967773,0.008389453403651714,4.100679397583008,-0.0031128099653869867,3.82774019241333,-0.004309312906116247,2.327615976333618,-0.01811533421278,3.762333869934082,-0.001481329440139234,2.8818843364715576,0.003129509510472417,2.4786674976348877,0.007818711921572685,2.096778154373169,-0.006502934265881777,1.8907417058944702,-0.00017103960271924734,1.7439656257629395,0.0051436349749565125,1.99280846118927,0.00955894310027361,1.9135085344314575,-0.012565220706164837,1.3486220836639404,-0.008157830685377121,1.2976006269454956,0.0035483159590512514,1.4840668439865112,0.0032502426765859127,1.5588752031326294,-0.010529790073633194,1.427986741065979,-6.65326151647605e-05,0.9914329648017883,blues
3,-199.54420471191406,5507.51708984375,150.0908966064453,456.50537109375,5.662678241729736,257.1611633300781,26.859079360961914,158.2672882080078,1.7713990211486816,268.0343933105469,14.234030723571777,126.79412841796875,-4.832005977630615,155.91207885742188,9.286494255065918,81.27374267578125,-0.7591865062713623,92.11408996582031,8.137605667114258,71.31407928466797,-3.200653076171875,110.23668670654297,6.079319000244141,48.25199890136719,-2.4801738262176514,56.799400329589844,-1.079304575920105,62.28990173339844,-2.87078857421875,51.65159225463867,0.7808735370635986,44.42775344848633,-3.3195960521698,50.2066764831543,0.636965274810791,37.31913375854492,-0.6191211938858032,37.25973892211914,-3.4074490070343018,31.949338912963867,-0.12896712124347687,192.759765625,-0.028202803805470467,11.774042129516602,0.02832755260169506,8.345375061035156,-0.015518617816269398,5.172591686248779,0.016800805926322937,7.074456691741943,-0.003082284238189459,3.176621913909912,-0.007955921813845634,2.800550937652588,-0.01934647746384144,2.4786949157714844,-0.016745205968618393,3.053973436355591,-0.007222779095172882,2.2168989181518555,-0.009688095189630985,2.6060845851898193,-0.010945321060717106,1.4765493869781494,-0.003393279854208231,1.724897861480713,-0.009781906381249428,1.819081425666809,-0.0037508865352720022,1.5740265846252441,0.001126613118685782,1.2049874067306519,-0.0009311317116953433,1.1402685642242432,0.004782229196280241,1.0187219381332397,-0.0015973706031218171,1.0413603782653809,-0.005273692309856415,0.8682896494865417,blues
4,-160.33770751953125,5195.2919921875,126.21964263916016,853.7847290039062,-35.58781051635742,333.79296875,22.1480712890625,193.4561004638672,-32.47860336303711,336.2768249511719,10.852293968200684,134.83157348632812,-23.352331161499023,93.25709533691406,0.49843376874923706,124.67212677001953,-11.793437004089355,130.0733642578125,1.2072551250457764,99.67558288574219,-13.088418006896973,80.25407409667969,-2.8138670921325684,86.43061828613281,-6.933384418487549,89.55543518066406,-7.552725315093994,70.94332885742188,-9.164666175842285,75.79340362548828,-4.520575523376465,86.09923553466797,-5.454033851623535,75.26971435546875,-0.9168736338615417,53.61391830444336,-4.404826641082764,62.910804748535156,-11.70323371887207,55.195159912109375,0.0010095052421092987,167.2579345703125,0.017943916842341423,13.069510459899902,0.02744908630847931,10.355301856994629,0.016611814498901367,5.755064964294434,0.01066034659743309,6.640872001647949,0.0029082847759127617,3.3560540676116943,0.007124444469809532,3.110757350921631,0.009059205651283264,2.7260146141052246,0.012179679237306118,3.1348743438720703,0.017052460461854935,3.035214424133301,0.0022810555528849363,2.248270273208618,0.0017421668162569404,2.6100196838378906,-0.018252557143568993,2.4759159088134766,-0.017718864604830742,2.123296022415161,0.008586199954152107,2.1774709224700928,0.011697922833263874,1.7275378704071045,0.01809648424386978,1.9918174743652344,0.0004887164104729891,1.4031611680984497,-0.0005383199895732105,2.359733819961548,0.006262856535613537,1.6098012924194336,blues
5,-177.7742462158203,7307.4169921875,118.20548248291016,3195.212890625,-17.565879821777344,654.373779296875,30.762401580810547,485.74652099609375,-21.747840881347656,433.4100036621094,11.920994758605957,266.39154052734375,-20.730993270874023,169.74172973632812,3.186577796936035,133.73684692382812,-8.586038589477539,172.22938537597656,-0.9328520894050598,100.1260757446289,-11.77243423461914,76.54654693603516,-2.405832290649414,78.70781707763672,-9.34366512298584,80.29009246826172,-9.936209678649902,47.55204772949219,-3.9039947986602783,60.071102142333984,-5.576589584350586,72.54922485351562,-1.8382631540298462,68.70203399658203,-2.783799648284912,42.447452545166016,-3.0479090213775635,39.80878448486328,-8.109991073608398,46.311004638671875,0.15582773089408875,207.009033203125,-0.003455274971202016,29.089889526367188,-0.04866524413228035,14.513697624206543,-0.01789470948278904,9.824466705322266,-0.0032550578471273184,8.272882461547852,0.0208960622549057,4.438191890716553,-0.012217322364449501,3.46242094039917,-0.005408491939306259,2.809053659439087,-0.0009678149363026023,2.829031229019165,0.0024820182006806135,3.2291603088378906,-0.0050682928413152695,1.8788903951644897,0.033613502979278564,1.8988940715789795,-0.015777476131916046,1.8484193086624146,0.008179029449820518,1.5271525382995605,0.005193973425775766,1.661909580230713,-0.003938236739486456,1.4149765968322754,-0.006876545026898384,1.043939232826233,-0.0019169513834640384,1.1284468173980713,-0.000193366504390724,1.1708290576934814,0.0037163514643907547,1.2443139553070068,blues
6,-190.0523681640625,9656.53515625,130.28907775878906,1932.7957763671875,-36.36953353881836,1307.4881591796875,33.02903366088867,480.3520812988281,11.108781814575195,1083.6484375,-0.6055834889411926,280.77813720703125,-20.871854782104492,152.26304626464844,0.2730247378349304,102.91593933105469,-6.486139297485352,130.9452362060547,-5.516767501831055,153.45065307617188,-7.83975076675415,87.44084930419922,-3.128592014312744,64.22566223144531,-6.596197128295898,79.1259765625,-9.95037841796875,63.19026565551758,-6.535177230834961,86.37913513183594,-10.0680513381958,83.24824523925781,-10.913175582885742,56.90215301513672,-6.9713358879089355,38.23180389404297,-3.436504602432251,48.235740661621094,-6.483465671539307,70.17037200927734,0.07414829730987549,239.77310180664062,-0.045672427862882614,28.245891571044922,-0.014008836820721626,32.02324676513672,0.018964281305670738,10.459386825561523,-0.022230520844459534,11.767560005187988,0.031052730977535248,6.394744396209717,-0.026090776547789574,3.8925840854644775,0.012251816689968109,2.6895601749420166,-0.005584262311458588,2.837728977203369,0.018185855820775032,4.748023509979248,0.00040087068919092417,2.445946216583252,0.011181504465639591,1.9206613302230835,0.0002075867960229516,1.9853153228759766,-0.002427612664178014,1.8589012622833252,0.0005864300183020532,1.7751978635787964,-0.004185464698821306,1.4239122867584229,-0.0027176744770258665,1.6086114645004272,-0.001226255320943892,1.2240225076675415,0.009117799811065197,1.2786164283752441,0.01118429284542799,1.9045370817184448,blues
7,-179.34713745117188,6573.921875,136.46900939941406,1479.2493896484375,-26.673137664794922,591.6319580078125,39.9842414855957,352.54644775390625,5.304416179656982,650.2316284179688,10.928611755371094,136.30413818359375,-20.56482696533203,163.7718048095703,8.511157035827637,151.29498291015625,-11.35724925994873,171.9431610107422,-3.46834659576416,178.18507385253906,-8.419937133789062,147.5078582763672,-6.9497151374816895,83.71829986572266,-3.5391387939453125,93.32139587402344,-8.041617393493652,57.49008560180664,-8.960675239562988,82.21691131591797,-8.4260835647583,70.43843841552734,-10.56893539428711,52.09089279174805,-10.784514427185059,60.46133041381836,-4.690677165985107,65.54751586914062,-8.630722045898438,56.40143585205078,0.017553413286805153,163.03372192382812,0.04124348610639572,16.09634780883789,-0.020740944892168045,14.754829406738281,0.02125283144414425,8.823090553283691,0.03216729685664177,9.61008071899414,-0.00293825869448483,3.638019323348999,0.008711281232535839,3.7314703464508057,-0.027730803936719894,3.24041485786438,0.012343522161245346,4.08112907409668,-0.018501030281186104,3.7837677001953125,-0.008644790388643742,2.724029541015625,0.002772345207631588,2.430729627609253,0.002656754106283188,2.8362343311309814,0.008977197110652924,1.4759130477905273,-0.00027087522903457284,2.3246593475341797,-0.006771670188754797,1.6636176109313965,-0.018274065107107162,1.4564789533615112,0.014729640446603298,1.6512044668197632,0.010969369672238827,1.7541426420211792,-0.0009215672616846859,1.4538522958755493,blues
8,-121.36394500732422,2622.19482421875,122.50668334960938,414.5058898925781,-14.73819637298584,341.2171630859375,46.131065368652344,193.6212615966797,-8.181879043579102,177.1640167236328,20.18296241760254,107.01757049560547,-19.173377990722656,57.664520263671875,23.039138793945312,77.06928253173828,-11.838223457336426,42.60453414916992,21.159996032714844,58.66767120361328,-6.7183661460876465,48.94551467895508,6.9925408363342285,56.430885314941406,-12.730595588684082,61.984580993652344,5.061324596405029,50.532127380371094,-5.18321418762207,32.96713638305664,-1.4525597095489502,50.563751220703125,-7.0418243408203125,28.894933700561523,2.6952481269836426,36.88956832885742,3.4123058319091797,33.6985969543457,-2.7156925201416016,36.41843032836914,-0.10213659703731537,119.43048095703125,0.02028239704668522,20.625469207763672,0.0050657219253480434,16.97514533996582,0.007351974956691265,6.312911033630371,0.0030281939543783665,4.986072063446045,-0.00899806059896946,5.208134651184082,-0.0034595660399645567,2.075500965118408,-0.013492519035935402,3.0127310752868652,-0.009610917419195175,1.2293307781219482,-0.028538573533296585,2.4412310123443604,0.0038823329377919436,1.5262930393218994,-0.02056843973696232,2.474323034286499,0.015450231730937958,1.8905878067016602,-0.011899285018444061,2.0883989334106445,-0.0042335279285907745,0.8754944205284119,-0.015701167285442352,2.1904942989349365,-0.00638667494058609,0.9506281614303589,0.00281945220194757,1.3566190004348755,0.01126624085009098,1.134418249130249,-0.01635671593248844,1.4567182064056396,blues
9,-213.239990234375,6133.7216796875,115.16560363769531,798.2786865234375,-11.69343090057373,668.961669921875,39.01427459716797,350.7084045410156,-20.341278076171875,531.9755249023438,13.077605247497559,278.8181457519531,-9.173519134521484,126.72615814208984,9.011446952819824,68.01216888427734,-14.10063362121582,110.07489013671875,4.265941143035889,92.6454086303711,-6.046166896820068,84.93377685546875,3.7822070121765137,104.44965362548828,0.22179929912090302,76.33885955810547,-5.109399318695068,85.3902587890625,-0.4102303683757782,103.9884262084961,-1.1799207925796509,59.31460189819336,-1.916804552078247,58.41843795776367,-2.292660713195801,83.20523071289062,2.881967067718506,77.08221435546875,-4.235203742980957,91.46879577636719,-0.12120527029037476,81.20085906982422,-9.833540389081463e-05,13.924795150756836,0.04846210405230522,9.822617530822754,-0.03780369833111763,6.661762714385986,0.014992444775998592,6.842422008514404,0.02002646215260029,3.1384589672088623,-0.010166669264435768,2.393033981323242,0.0009590887930244207,1.6007132530212402,-0.0022651541512459517,2.5309760570526123,-0.010859040543437004,2.3332831859588623,-0.01403715368360281,1.634055495262146,0.007104018237441778,1.5085504055023193,0.005558978300541639,1.4996484518051147,0.00933309830725193,1.5716160535812378,0.0172004085034132,2.0814976692199707,0.01027397345751524,1.3670824766159058,-0.004493239335715771,1.2299275398254395,-0.017403362318873405,1.313706398010254,-0.01187340822070837,1.7353137731552124,-0.005661101080477238,1.9710527658462524,blues
